# US ZIP codes -> state and city names. Built by scripts/build-us-zips.mjs; do not edit by hand.
# Sources: GeoNames postal codes (CC BY 4.0, www.geonames.org) and the US Census Bureau 2020 ZCTA to place relationship file.
# Built 2026-09-24. Columns: zip, state, names (first = the one to fill in), latitude, longitude, county.
00501	NY	Holtsville	40.8154	-73.0451	Suffolk
00544	NY	Holtsville	40.8154	-73.0451	Suffolk
01001	MA	Agawam Town|Agawam	42.0702	-72.6227	Hampden
01002	MA	Amherst Town|Amherst	42.3671	-72.4646	Hampshire
01003	MA	Amherst Town|Amherst	42.3919	-72.5248	Hampshire
01004	MA	Amherst	42.3845	-72.5132	Hampshire
01005	MA	Barre	42.4097	-72.1084	Worcester
01007	MA	Belchertown	42.2751	-72.4110	Hampshire
01008	MA	Blandford	42.1829	-72.9361	Hampden
01009	MA	Palmer Town|Bondsville	42.2061	-72.3405	Hampden
01010	MA	Brimfield	42.1165	-72.1885	Hampden
01011	MA	Chester	42.2794	-72.9888	Hampden
01012	MA	Chesterfield	42.3923	-72.8256	Hampshire
01013	MA	Chicopee	42.1487	-72.6079	Hampden
01014	MA	Chicopee	42.1707	-72.6048	Hampden
01020	MA	Chicopee	42.1764	-72.5761	Hampden
01021	MA	Chicopee	42.1707	-72.6048	Hampden
01022	MA	Chicopee	42.1934	-72.5544	Hampden
01026	MA	Cummington	42.4633	-72.9202	Hampshire
01027	MA	Easthampton|Easthampton Town	42.2668	-72.6690	Hampshire
01028	MA	East Longmeadow	42.0672	-72.5056	Hampden
01029	MA	East Otis	42.1909	-73.0517	Berkshire
01030	MA	Agawam Town|Feeding Hills	42.0718	-72.6751	Hampden
01031	MA	Gilbertville	42.3322	-72.1986	Worcester
01032	MA	Goshen	42.4404	-72.7995	Hampshire
01033	MA	Granby	42.2557	-72.5200	Hampshire
01034	MA	Granville	42.1127	-72.9520	Hampden
01035	MA	Hadley	42.3606	-72.5715	Hampshire
01036	MA	Hampden	42.0648	-72.4318	Hampden
01037	MA	Hardwick	42.3479	-72.2253	Worcester
01038	MA	Hatfield	42.3844	-72.6167	Hampshire
01039	MA	Haydenville	42.3818	-72.7032	Hampshire
01040	MA	Holyoke	42.2020	-72.6262	Hampden
01041	MA	Holyoke	42.2043	-72.6162	Hampden
01050	MA	Huntington	42.2653	-72.8733	Hampshire
01053	MA	Northampton|Leeds	42.3543	-72.7034	Hampshire
01054	MA	Leverett	42.4682	-72.4993	Franklin
01056	MA	Ludlow	42.1728	-72.4710	Hampden
01057	MA	Monson|Monson Center	42.1010	-72.3196	Hampden
01059	MA	North Amherst	42.4104	-72.5309	Hampshire
01060	MA	Northampton	42.3223	-72.6313	Hampshire
01061	MA	Northampton	42.3696	-72.6360	Hampshire
01062	MA	Northampton|Florence	42.3219	-72.6928	Hampshire
01063	MA	Northampton	42.3179	-72.6402	Hampshire
01066	MA	North Hatfield	42.4112	-72.6223	Hampshire
01068	MA	Oakham	42.3480	-72.0513	Worcester
01069	MA	Palmer Town|Palmer	42.1762	-72.3288	Hampden
01070	MA	Plainfield	42.5144	-72.9183	Hampshire
01071	MA	Russell	42.1471	-72.8403	Hampden
01072	MA	Shutesbury	42.4820	-72.4213	Franklin
01073	MA	Southampton	42.2247	-72.7194	Hampshire
01074	MA	South Barre	42.3854	-72.0954	Worcester
01075	MA	South Hadley	42.2375	-72.5811	Hampshire
01077	MA	Southwick	42.0511	-72.7706	Hampden
01079	MA	Palmer Town|Thorndike	42.1929	-72.3296	Hampden
01080	MA	Palmer Town|Three Rivers	42.1819	-72.3624	Hampden
01081	MA	Wales	42.0627	-72.2046	Hampden
01082	MA	Ware	42.2618	-72.2583	Hampshire
01083	MA	Warren	42.2040	-72.1994	Worcester
01084	MA	West Chesterfield	42.3903	-72.8709	Hampshire
01085	MA	Westfield	42.1251	-72.7495	Hampden
01086	MA	Westfield	42.1734	-72.8480	Hampden
01088	MA	West Hatfield	42.3906	-72.6469	Hampshire
01089	MA	West Springfield Town|West Springfield	42.1151	-72.6411	Hampden
01090	MA	West Springfield	42.1707	-72.6048	Hampden
01092	MA	West Warren	42.2029	-72.2290	Worcester
01093	MA	Whately	42.4427	-72.6525	Franklin
01094	MA	Wheelwright	42.3582	-72.1408	Worcester
01095	MA	Wilbraham	42.1245	-72.4464	Hampden
01096	MA	Williamsburg	42.4085	-72.7780	Hampshire
01097	MA	Woronoco	42.1640	-72.8295	Hampden
01098	MA	Worthington	42.3843	-72.9314	Hampshire
01101	MA	Springfield	42.1015	-72.5898	Hampden
01102	MA	Springfield	42.1707	-72.6048	Hampden
01103	MA	Springfield	42.1029	-72.5887	Hampden
01104	MA	Springfield	42.1288	-72.5778	Hampden
01105	MA	Springfield	42.0999	-72.5783	Hampden
01106	MA	Longmeadow|Springfield	42.0507	-72.5676	Hampden
01107	MA	Springfield	42.1179	-72.6065	Hampden
01108	MA	Springfield	42.0853	-72.5584	Hampden
01109	MA	Springfield	42.1145	-72.5543	Hampden
01111	MA	Springfield	42.1707	-72.6048	Hampden
01115	MA	Springfield	42.1029	-72.5916	Hampden
01116	MA	Longmeadow	42.1707	-72.6048	Hampden
01118	MA	Springfield	42.0929	-72.5274	Hampden
01119	MA	Springfield	42.1247	-72.5121	Hampden
01128	MA	Springfield	42.0944	-72.4889	Hampden
01129	MA	Springfield	42.1223	-72.4876	Hampden
01138	MA	Springfield	42.1707	-72.6048	Hampden
01139	MA	Springfield	42.1707	-72.6048	Hampden
01144	MA	Springfield	42.1018	-72.5915	Hampden
01151	MA	Springfield|Indian Orchard	42.1532	-72.5050	Hampden
01152	MA	Springfield	42.1707	-72.6048	Hampden
01199	MA	Springfield	42.1199	-72.6050	Hampden
01201	MA	Pittsfield	42.4531	-73.2471	Berkshire
01202	MA	Pittsfield	42.3929	-73.2285	Berkshire
01203	MA	Pittsfield	42.3929	-73.2285	Berkshire
01220	MA	Adams	42.6223	-73.1172	Berkshire
01222	MA	Ashley Falls	42.0596	-73.3202	Berkshire
01223	MA	Becket	42.3594	-73.1203	Berkshire
01224	MA	Berkshire	42.5126	-73.1929	Berkshire
01225	MA	Cheshire	42.5611	-73.1580	Berkshire
01226	MA	Dalton	42.4750	-73.1603	Berkshire
01227	MA	Dalton	42.4737	-73.1662	Berkshire
01229	MA	Glendale	42.2793	-73.3435	Berkshire
01230	MA	Great Barrington|Housatonic	42.1959	-73.3607	Berkshire
01235	MA	Hinsdale	42.4298	-73.0724	Berkshire
01236	MA	Housatonic	42.2653	-73.3745	Berkshire
01237	MA	Lanesborough	42.5173	-73.2282	Berkshire
01238	MA	Lee|Lenox Dale	42.2990	-73.2317	Berkshire
01240	MA	Lenox|Lenox Dale	42.3642	-73.2713	Berkshire
01242	MA	Lenox Dale	42.3386	-73.2509	Berkshire
01243	MA	Middlefield	42.3561	-73.0104	Hampshire
01244	MA	Mill River	42.1228	-73.2540	Berkshire
01245	MA	Monterey	42.1867	-73.2065	Berkshire
01247	MA	North Adams	42.6955	-73.0800	Berkshire
01252	MA	North Egremont	42.1986	-73.4462	Berkshire
01253	MA	Otis	42.1931	-73.0918	Berkshire
01254	MA	Richmond	42.3784	-73.3645	Berkshire
01255	MA	Sandisfield	42.1094	-73.1163	Berkshire
01256	MA	Savoy	42.5770	-73.0233	Berkshire
01257	MA	Sheffield	42.1001	-73.3611	Berkshire
01258	MA	South Egremont	42.1012	-73.4566	Berkshire
01259	MA	Southfield	42.0780	-73.2609	Berkshire
01260	MA	South Lee	42.2779	-73.2773	Berkshire
01262	MA	Stockbridge	42.3010	-73.3223	Berkshire
01263	MA	Stockbridge	42.3929	-73.2285	Berkshire
01264	MA	Tyringham	42.2200	-73.1979	Berkshire
01266	MA	West Stockbridge	42.3348	-73.3825	Berkshire
01267	MA	Williamstown	42.7089	-73.2036	Berkshire
01270	MA	Windsor	42.5150	-73.0412	Berkshire
01301	MA	Greenfield	42.6013	-72.6236	Franklin
01302	MA	Greenfield	42.5222	-72.6242	Franklin
01330	MA	Ashfield	42.5232	-72.8110	Franklin
01331	MA	Athol	42.5959	-72.2267	Worcester
01337	MA	Bernardston	42.6952	-72.5772	Franklin
01338	MA	Buckland	42.5736	-72.8213	Franklin
01339	MA	Charlemont	42.6080	-72.8901	Franklin
01340	MA	Colrain	42.6790	-72.7265	Franklin
01341	MA	Conway	42.5138	-72.7025	Franklin
01342	MA	Deerfield	42.5406	-72.6072	Franklin
01343	MA	Drury	42.6427	-72.9862	Berkshire
01344	MA	Erving|Millers Falls	42.6076	-72.4292	Franklin
01346	MA	Heath	42.6853	-72.8391	Franklin
01347	MA	Lake Pleasant	42.5566	-72.5181	Franklin
01349	MA	Millers Falls	42.5820	-72.4926	Franklin
01350	MA	Monroe Bridge	42.7215	-72.9762	Franklin
01351	MA	Montague	42.5429	-72.5328	Franklin
01354	MA	Gill	42.6404	-72.4995	Franklin
01355	MA	New Salem	42.5146	-72.3062	Franklin
01360	MA	Northfield	42.6887	-72.4510	Franklin
01364	MA	Orange	42.6129	-72.2924	Franklin
01366	MA	Petersham	42.4898	-72.1893	Worcester
01367	MA	Rowe	42.6953	-72.9258	Franklin
01368	MA	Royalston	42.6722	-72.1964	Worcester
01370	MA	Shelburne Falls	42.6022	-72.7391	Franklin
01373	MA	South Deerfield	42.4756	-72.6153	Franklin
01375	MA	Sunderland	42.4539	-72.5676	Franklin
01376	MA	Turners Falls	42.5954	-72.5557	Franklin
01378	MA	Warwick	42.6671	-72.3397	Franklin
01379	MA	Wendell	42.5656	-72.4009	Franklin
01380	MA	Wendell Depot	42.5534	-72.3927	Franklin
01420	MA	Fitchburg|Leominster	42.5796	-71.8031	Worcester
01430	MA	Ashburnham|South Ashburnham	42.6496	-71.9267	Worcester
01431	MA	Ashby	42.6745	-71.8174	Middlesex
01432	MA	Ayer|Devens	42.5591	-71.5788	Middlesex
01434	MA	Devens	42.5385	-71.6115	Worcester
01436	MA	Baldwinville	42.5936	-72.0646	Worcester
01438	MA	East Templeton	42.5631	-72.0370	Worcester
01440	MA	Gardner	42.5740	-71.9898	Worcester
01441	MA	Westminster	42.5459	-71.9106	Worcester
01450	MA	Groton	42.6124	-71.5584	Middlesex
01451	MA	Harvard	42.4986	-71.5753	Worcester
01452	MA	Hubbardston	42.4865	-72.0012	Worcester
01453	MA	Leominster	42.5274	-71.7563	Worcester
01460	MA	Littleton|Littleton Common	42.5401	-71.4877	Middlesex
01462	MA	Lunenburg	42.5884	-71.7266	Worcester
01463	MA	Pepperell|East Pepperell	42.6689	-71.5934	Middlesex
01464	MA	Shirley|Devens	42.5734	-71.6483	Middlesex
01467	MA	Still River	42.4871	-71.6131	Worcester
01468	MA	Templeton	42.5460	-72.0650	Worcester
01469	MA	Townsend	42.6525	-71.6896	Middlesex
01470	MA	Groton	42.6112	-71.5745	Middlesex
01471	MA	Groton	42.6112	-71.5745	Middlesex
01472	MA	West Groton	42.6043	-71.6273	Middlesex
01473	MA	Westminster	42.5483	-71.9096	Worcester
01474	MA	West Townsend	42.6678	-71.7522	Middlesex
01475	MA	Winchendon	42.6789	-72.0475	Worcester
01501	MA	Auburn	42.2055	-71.8391	Worcester
01503	MA	Berlin	42.3844	-71.6356	Worcester
01504	MA	Blackstone	42.0287	-71.5269	Worcester
01505	MA	Boylston	42.3377	-71.7310	Worcester
01506	MA	Brookfield	42.1991	-72.0989	Worcester
01507	MA	Charlton	42.1379	-71.9664	Worcester
01508	MA	Charlton City	42.1459	-71.9884	Worcester
01509	MA	Charlton Depot	42.1731	-71.9787	Worcester
01510	MA	Clinton	42.4181	-71.6828	Worcester
01515	MA	East Brookfield	42.2193	-72.0481	Worcester
01516	MA	Douglas|East Douglas	42.0528	-71.7509	Worcester
01518	MA	Fiskdale	42.1228	-72.1178	Worcester
01519	MA	Grafton	42.2004	-71.6868	Worcester
01520	MA	Holden	42.3420	-71.8414	Worcester
01521	MA	Holland	42.0403	-72.1544	Hampden
01522	MA	Jefferson	42.3755	-71.8706	Worcester
01523	MA	Lancaster|South Lancaster	42.4510	-71.6868	Worcester
01524	MA	Leicester	42.2370	-71.9188	Worcester
01525	MA	Linwood	42.0973	-71.6448	Worcester
01526	MA	Manchaug	42.0945	-71.7476	Worcester
01527	MA	Millbury	42.1968	-71.7644	Worcester
01529	MA	Millville	42.0331	-71.5798	Worcester
01531	MA	New Braintree	42.3198	-72.1306	Worcester
01532	MA	Northborough	42.3182	-71.6464	Worcester
